,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6792,0.6994,0.6858,0.6753,0.703,0.6792,0.6737,0.7756,0.5445,0.6398,0.6232,0.8271,0.7108,0.7544,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",all,f_classif,,2.0,14.0,7.0,,,,,,,,,,,gini,best
11,DT,2,0.6183,0.6193,0.6209,0.6174,0.626,0.6183,0.6195,0.5605,0.6435,0.5992,0.6781,0.5982,0.6357,0.6041,72,f_classif,"{'selector__k': 72, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",72,f_classif,,3.0,13.0,10.0,,,,,,,,,,,gini,best
12,DT,3,0.6581,0.6456,0.6418,0.6431,0.6549,0.6581,0.6559,0.5923,0.5489,0.5698,0.6988,0.7348,0.7163,0.7172,100,f_classif,"{'selector__k': 100, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",100,f_classif,,4.0,13.0,4.0,sqrt,,,,,,,,,,gini,random
13,DT,4,0.7372,0.709,0.676,0.6848,0.7273,0.7372,0.726,0.652,0.4852,0.5564,0.766,0.8668,0.8133,0.7602,72,f_classif,"{'selector__k': 72, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",72,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
14,DT,5,0.7071,0.6958,0.7155,0.6954,0.7394,0.7071,0.714,0.5558,0.7423,0.6356,0.8358,0.6886,0.7551,0.7224,115,f_classif,"{'selector__k': 115, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",115,f_classif,,3.0,6.0,9.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.7004,0.6948,0.7001,0.69,0.7144,0.7004,0.7005,0.6402,0.6496,0.6355,0.7494,0.7507,0.7446,0.7603,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0606,0.0572,0.0702,0.0607,0.0741,0.0606,0.0652,0.0714,0.1461,0.0686,0.1245,0.0396,0.0575,0.0831,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6862,0.6758,0.674,0.6704,0.6924,0.6862,0.6849,0.6317,0.5845,0.6027,0.7198,0.7636,0.7382,0.7511,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0593,0.0568,0.0578,0.0559,0.064,0.0593,0.0613,0.0951,0.0832,0.0619,0.0935,0.0599,0.0608,0.0885,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.68,0.6738,0.668,0.6632,0.6901,0.68,0.6778,0.6272,0.5929,0.6002,0.7204,0.7431,0.7262,0.7117,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0455,0.0392,0.0372,0.0322,0.0483,0.0455,0.0434,0.0914,0.1009,0.0376,0.0823,0.1077,0.0651,0.063,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
