,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_pca__n_components,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.5274,0.3723,0.4526,0.3795,0.5293,0.5274,0.4988,0.641,0.6725,"{'pca__n_components': 0.99, 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",0.3458,0.7831,0.4797,0.6406,0.0,0.0,0.0,0.6095,0.7712,0.5748,0.6586,0.673,0.99,,1.0,3.0,8.0,sqrt,,,,,,,,,,gini,best
11,DT,2,0.3869,0.2863,0.3841,0.2965,0.3159,0.3869,0.3141,0.5568,0.5694,"{'pca__n_components': 0.85, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",0.3379,0.8107,0.477,0.5567,0.0,0.0,0.0,0.5152,0.5211,0.3415,0.4126,0.5986,0.85,,3.0,17.0,10.0,,,,,,,,,,,gini,best
12,DT,3,0.4977,0.4719,0.5168,0.429,0.5159,0.4977,0.4554,0.6747,0.6189,"{'pca__n_components': 0.9, 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}",0.6619,0.5135,0.5783,0.6684,0.3516,0.0907,0.1441,0.5484,0.4023,0.9463,0.5646,0.8074,0.9,,3.0,6.0,5.0,log2,,,,,,,,,,gini,best
13,DT,4,0.5401,0.4582,0.4366,0.4248,0.5001,0.5401,0.4956,0.6131,0.6721,"{'pca__n_components': 0.95, 'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",0.4207,0.1943,0.2658,0.5528,0.3551,0.2722,0.3082,0.6526,0.5989,0.8433,0.7004,0.634,0.95,,4.0,15.0,9.0,sqrt,,balanced,,,,,,,,entropy,random
14,DT,5,0.3703,0.3893,0.3391,0.1923,0.303,0.3703,0.2056,0.5053,0.5834,"{'pca__n_components': 0.7, 'clf__criterion': 'entropy', 'clf__max_depth': 5, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.0,0.0,0.0,0.5046,0.8,0.0201,0.0392,0.5094,0.368,0.9971,0.5376,0.5019,0.7,,5.0,14.0,7.0,,,,,,,,,,,entropy,random
15,RF,MEAN,0.5027,0.4576,0.4696,0.4168,0.5182,0.5027,0.471,0.6885,0.6882,N/A,0.5024,0.586,0.5134,0.6839,0.2992,0.1142,0.1392,0.6279,0.5713,0.7086,0.5977,0.7539,,,,,,,,,,,,,,,,,
16,RF,STD,0.0686,0.0895,0.0478,0.064,0.0816,0.0686,0.0782,0.0619,0.0793,N/A,0.1598,0.1177,0.0512,0.0403,0.2025,0.1383,0.1245,0.1095,0.1691,0.2117,0.0911,0.086,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5125,0.5297,0.4588,0.4115,0.551,0.5125,0.4742,0.6871,0.6925,N/A,0.4867,0.5536,0.4954,0.6791,0.5358,0.0768,0.1254,0.6313,0.5664,0.7459,0.6139,0.7508,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0735,0.1139,0.0594,0.0605,0.1063,0.0735,0.0749,0.0672,0.0818,N/A,0.1768,0.1508,0.0999,0.0372,0.291,0.0516,0.0811,0.1213,0.1581,0.2137,0.1062,0.0913,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4645,0.3956,0.4258,0.3444,0.4328,0.4645,0.3939,0.5982,0.6233,N/A,0.3533,0.4603,0.3602,0.5846,0.3013,0.0766,0.0983,0.567,0.5323,0.7406,0.5748,0.643,,,,,,,,,,,,,,,,,
20,DT,STD,0.0801,0.0746,0.0678,0.1004,0.1132,0.0801,0.1294,0.0675,0.0483,N/A,0.2371,0.3579,0.2314,0.0677,0.33,0.1155,0.1313,0.0622,0.1624,0.2763,0.1125,0.1117,,,,,,,,,,,,,,,,,
