Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.617,0.5697,0.5515,0.4916,0.5902,0.617,0.5467,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.5,0.0541,0.0976,0.5385,0.7368,0.6222,0.6706,0.8636,0.755,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.6276,0.6346,0.6228,0.621,0.6412,0.6276,0.6275,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6707,0.679,0.6748,0.7045,0.5167,0.5962,0.5286,0.6727,0.592,42.0,f_classif,,2.0,5.0,10.0,,,,,,,,,,,gini,random
DT,3,0.687,0.6776,0.6773,0.6761,0.6968,0.687,0.6904,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.8211,0.7358,0.7761,0.6136,0.6429,0.6279,0.5981,0.6531,0.6244,21.0,f_classif,,2.0,6.0,9.0,,,balanced,,,,,,,,gini,best
DT,4,0.5266,0.4002,0.614,0.4438,0.4201,0.5266,0.4377,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.9014,0.8421,0.8707,0.2991,1.0,0.4605,0.0,0.0,0.0,84.0,f_classif,,1.0,10.0,8.0,log2,,balanced,,,,,,,,gini,best
DT,5,0.5373,0.3466,0.5278,0.4107,0.4075,0.5373,0.4571,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4583,0.9167,0.6111,0.0,0.0,0.0,0.5814,0.6667,0.6211,31.0,f_classif,,2.0,9.0,6.0,log2,,,,,,,,,,entropy,random
RF,MEAN,0.7655,0.7816,0.7624,0.7561,0.7896,0.7655,0.7608,N/A,N/A,N/A,0.8062,0.7962,0.7923,0.8012,0.765,0.7687,0.7374,0.726,0.7075,,,,,,,,,,,,,,,,,,
RF,STD,0.0812,0.0714,0.0783,0.084,0.0665,0.0812,0.0846,N/A,N/A,N/A,0.1431,0.1229,0.0867,0.1164,0.137,0.0676,0.1556,0.22,0.157,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7674,0.7828,0.7603,0.7588,0.7876,0.7674,0.7637,N/A,N/A,N/A,0.8046,0.8089,0.7934,0.8197,0.7225,0.7593,0.7242,0.7495,0.7239,,,,,,,,,,,,,,,,,,
XGB,STD,0.0597,0.0569,0.0621,0.0641,0.0551,0.0597,0.0625,N/A,N/A,N/A,0.1328,0.1248,0.052,0.0921,0.129,0.0771,0.1199,0.1778,0.12,,,,,,,,,,,,,,,,,,
DT,MEAN,0.5991,0.5257,0.5987,0.5286,0.5512,0.5991,0.5519,N/A,N/A,N/A,0.6703,0.6455,0.6061,0.4311,0.5793,0.4614,0.4757,0.5712,0.5185,,,,,,,,,,,,,,,,,,
DT,STD,0.067,0.1455,0.0597,0.1148,0.131,0.067,0.1083,N/A,N/A,N/A,0.1937,0.3432,0.3009,0.2841,0.3692,0.2668,0.2708,0.3309,0.2966,,,,,,,,,,,,,,,,,,
