Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.7275,0.7585,0.7143,0.7281,0.7434,0.7275,0.7274,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.859,0.6204,0.7204,0.75,0.7273,0.7385,0.6667,0.7953,0.7253,42.0,f_classif,,2.0,10.0,1.0,sqrt,,,,,,,,,,gini,random
DT,2,0.6388,0.6503,0.634,0.6354,0.6599,0.6388,0.6435,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",0.6986,0.6759,0.6871,0.7603,0.5897,0.6643,0.4919,0.6364,0.5549,52.0,f_classif,,3.0,17.0,9.0,,,,,,,,,,,gini,best
DT,3,0.337,0.5372,0.45,0.3233,0.6185,0.337,0.312,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.8333,0.1087,0.1923,0.2205,0.9,0.3542,0.5577,0.3412,0.4234,73.0,f_classif,,2.0,16.0,9.0,sqrt,,balanced,,,,,,,,gini,best
DT,4,0.6574,0.6708,0.6479,0.647,0.7026,0.6574,0.6652,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.9091,0.625,0.7407,0.5392,0.6044,0.5699,0.5642,0.7143,0.6304,84.0,f_classif,,2.0,4.0,9.0,sqrt,,balanced,,,,,,,,gini,best
DT,5,0.6326,0.409,0.481,0.4354,0.4976,0.6326,0.5504,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.0,0.0,0.0,0.5783,0.5053,0.5393,0.6487,0.9378,0.7669,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
RF,MEAN,0.764,0.7803,0.7605,0.7561,0.7865,0.764,0.7599,N/A,N/A,N/A,0.81,0.7876,0.7873,0.8098,0.7687,0.776,0.721,0.7251,0.7051,,,,,,,,,,,,,,,,,,
RF,STD,0.0688,0.0634,0.0744,0.0743,0.0608,0.0688,0.0706,N/A,N/A,N/A,0.1272,0.1215,0.0517,0.0987,0.1511,0.0859,0.1507,0.1986,0.1383,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7467,0.7666,0.736,0.7369,0.7689,0.7467,0.7421,N/A,N/A,N/A,0.7856,0.7661,0.7626,0.8227,0.7192,0.7556,0.6915,0.7226,0.6924,,,,,,,,,,,,,,,,,,
XGB,STD,0.0684,0.0641,0.0767,0.0763,0.0631,0.0684,0.0711,N/A,N/A,N/A,0.1357,0.1361,0.0601,0.0814,0.1648,0.1073,0.1387,0.1957,0.1349,,,,,,,,,,,,,,,,,,
DT,MEAN,0.5987,0.6052,0.5854,0.5538,0.6444,0.5987,0.5797,N/A,N/A,N/A,0.66,0.406,0.4681,0.5697,0.6653,0.5732,0.5858,0.685,0.6202,,,,,,,,,,,,,,,,,,
DT,STD,0.1511,0.1351,0.1141,0.168,0.0944,0.1511,0.1626,N/A,N/A,N/A,0.3771,0.324,0.3468,0.219,0.1533,0.1456,0.0717,0.2222,0.1375,,,,,,,,,,,,,,,,,,
