Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.6054,0.6213,0.5501,0.4727,0.6216,0.6054,0.5153,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.6667,0.0194,0.0377,0.5781,0.7551,0.6549,0.6192,0.8757,0.7255,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.5759,0.6046,0.551,0.555,0.6157,0.5759,0.575,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",0.6584,0.7547,0.7033,0.775,0.4052,0.5322,0.3804,0.493,0.4294,21.0,f_classif,,2.0,19.0,6.0,,,,,,,,,,,gini,best
DT,3,0.5245,0.5523,0.5492,0.4998,0.6176,0.5245,0.5276,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",0.6642,0.6667,0.6654,0.2874,0.6698,0.4023,0.7054,0.311,0.4317,52.0,f_classif,,3.0,13.0,1.0,sqrt,,,,,,,,,,gini,best
DT,4,0.6105,0.6661,0.6317,0.5841,0.7386,0.6105,0.6078,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.9494,0.3659,0.5282,0.3536,0.7111,0.4723,0.6953,0.8182,0.7517,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,5,0.4492,0.3087,0.6351,0.413,0.2145,0.4492,0.2886,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.5154,0.9054,0.6569,0.4107,1.0,0.5823,0.0,0.0,0.0,84.0,f_classif,,1.0,16.0,10.0,log2,,balanced,,,,,,,,entropy,best
RF,MEAN,0.7588,0.7777,0.7556,0.7521,0.7813,0.7588,0.7545,N/A,N/A,N/A,0.8126,0.7908,0.7911,0.8068,0.7465,0.7619,0.7138,0.7296,0.7034,,,,,,,,,,,,,,,,,,
RF,STD,0.0723,0.0664,0.078,0.078,0.0627,0.0723,0.0734,N/A,N/A,N/A,0.1153,0.1161,0.0428,0.0873,0.1592,0.0854,0.1504,0.1954,0.1357,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7575,0.7813,0.7497,0.7506,0.7803,0.7575,0.7529,N/A,N/A,N/A,0.8209,0.7824,0.7894,0.8192,0.7288,0.7588,0.7038,0.7381,0.7037,,,,,,,,,,,,,,,,,,
XGB,STD,0.0704,0.0682,0.0701,0.0749,0.0616,0.0704,0.0726,N/A,N/A,N/A,0.1231,0.1147,0.0384,0.0935,0.1402,0.0735,0.1286,0.2068,0.1376,,,,,,,,,,,,,,,,,,
DT,MEAN,0.5531,0.5506,0.5834,0.5049,0.5616,0.5531,0.5029,N/A,N/A,N/A,0.6908,0.5424,0.5183,0.481,0.7082,0.5288,0.4801,0.4996,0.4677,,,,,,,,,,,,,,,,,,
DT,STD,0.0674,0.1412,0.0456,0.0676,0.2009,0.0674,0.1254,N/A,N/A,N/A,0.1581,0.3525,0.2767,0.1965,0.2125,0.0974,0.2987,0.3634,0.3036,,,,,,,,,,,,,,,,,,
