,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5808,0.5166,0.5023,0.5,0.5803,0.5808,0.5694,0.6576,0.7125,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 1, 'max_features': None, 'splitter': 'random'}",0.6948,0.5144,0.5912,0.7399,0.2571,0.2093,0.2308,0.5287,0.598,0.7832,0.6782,0.7042,,3.0,20.0,1.0,,,,,,,,,,entropy,random
11,DT,2,0.4379,0.4261,0.3994,0.3897,0.4909,0.4379,0.4398,0.5979,0.6467,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",0.5698,0.2768,0.3726,0.6548,0.1504,0.2564,0.1896,0.4877,0.558,0.6649,0.6068,0.6511,,4.0,15.0,8.0,sqrt,,,,,,,,,gini,best
12,DT,3,0.408,0.2833,0.3858,0.3214,0.3063,0.408,0.3443,0.6132,0.6199,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'splitter': 'best'}",0.3273,0.595,0.4223,0.5324,0.0,0.0,0.0,0.6682,0.5226,0.5625,0.5418,0.639,,3.0,12.0,4.0,sqrt,,,,,,,,,gini,best
13,DT,4,0.4391,0.4176,0.4188,0.4135,0.4303,0.4391,0.4295,0.597,0.6246,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'splitter': 'best'}",0.431,0.3488,0.3856,0.5579,0.3364,0.2891,0.3109,0.6122,0.4854,0.6186,0.544,0.621,,6.0,12.0,5.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.4582,0.3257,0.4351,0.3641,0.3522,0.4582,0.3895,0.6433,0.6315,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': None, 'splitter': 'best'}",0.3497,0.6646,0.4582,0.5405,0.0,0.0,0.0,0.6869,0.6276,0.6406,0.634,0.7026,,1.0,18.0,10.0,,,,,,,,,,entropy,best
15,RF,MEAN,0.5224,0.5367,0.4747,0.4536,0.5568,0.5224,0.494,0.6882,0.7081,N/A,0.4981,0.558,0.5202,0.6796,0.5365,0.159,0.2125,0.6342,0.5755,0.7072,0.6281,0.7509,,,,,,,,,,,,,,,
16,RF,STD,0.0713,0.0709,0.0545,0.0621,0.0639,0.0713,0.0826,0.0357,0.0497,N/A,0.1263,0.0693,0.0913,0.1113,0.2888,0.0768,0.0402,0.0858,0.0845,0.1731,0.0984,0.0603,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5437,0.5398,0.499,0.4877,0.5631,0.5437,0.5254,0.6927,0.7152,N/A,0.5356,0.5633,0.5462,0.6888,0.5002,0.2182,0.2788,0.6319,0.5837,0.7155,0.638,0.7575,,,,,,,,,,,,,,,
18,XGB,STD,0.0436,0.0609,0.0321,0.0316,0.0521,0.0436,0.0503,0.0299,0.0418,N/A,0.1032,0.0455,0.0706,0.0939,0.2591,0.067,0.0717,0.0584,0.077,0.1398,0.079,0.0594,,,,,,,,,,,,,,,
19,DT,MEAN,0.4648,0.3939,0.4283,0.3977,0.432,0.4648,0.4345,0.6218,0.647,N/A,0.4745,0.4799,0.446,0.6051,0.1488,0.151,0.1463,0.5967,0.5583,0.654,0.601,0.6636,,,,,,,,,,,,,,,
20,DT,STD,0.0673,0.0916,0.0454,0.0666,0.1091,0.0673,0.0843,0.0274,0.038,N/A,0.1555,0.1635,0.0878,0.0899,0.151,0.1407,0.1405,0.0866,0.0569,0.0816,0.0588,0.0379,,,,,,,,,,,,,,,
