,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5542,0.3563,0.4357,0.3836,0.5027,0.5542,0.5189,0.6542,0.7239,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'best'}",0.3433,0.6085,0.4389,0.6263,0.0,0.0,0.0,0.6501,0.7257,0.6986,0.7119,0.6861,,2.0,7.0,9.0,,,,,,,,,,gini,best
11,DT,2,0.4033,0.3492,0.3785,0.326,0.3649,0.4033,0.3507,0.5685,0.5738,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 14, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'random'}",0.3417,0.5597,0.4243,0.5374,0.2273,0.0219,0.04,0.5737,0.4787,0.5538,0.5136,0.5942,,5.0,14.0,9.0,,,,,,,,,,entropy,random
12,DT,3,0.4102,0.4156,0.4498,0.3489,0.471,0.4102,0.3683,0.6685,0.6288,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'log2', 'splitter': 'random'}",0.6542,0.3609,0.4652,0.6486,0.2683,0.0623,0.1011,0.59,0.3243,0.9262,0.4804,0.767,,6.0,7.0,2.0,log2,,,,,,,,,gini,random
13,DT,4,0.4738,0.476,0.433,0.4018,0.5367,0.4738,0.4576,0.6179,0.6475,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'best'}",0.3726,0.7548,0.4989,0.596,0.3559,0.1167,0.1757,0.6285,0.6994,0.4275,0.5306,0.6291,,5.0,2.0,4.0,,,,,,,,,,entropy,best
14,DT,5,0.538,0.7089,0.4677,0.4056,0.6591,0.538,0.4706,0.6549,0.7115,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 14, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'splitter': 'random'}",0.6361,0.4663,0.5381,0.6678,1.0,0.0201,0.0394,0.5731,0.4908,0.9167,0.6393,0.7236,,4.0,14.0,7.0,sqrt,,,,,,,,,entropy,random
15,RF,MEAN,0.5453,0.5055,0.4883,0.448,0.5505,0.5453,0.5093,0.7022,0.7129,N/A,0.5128,0.5947,0.5391,0.6876,0.4271,0.12,0.1737,0.6664,0.5766,0.7502,0.6311,0.7526,,,,,,,,,,,,,,,
16,RF,STD,0.1092,0.1328,0.0827,0.0927,0.1098,0.1092,0.1094,0.0734,0.0889,N/A,0.174,0.08,0.1155,0.0836,0.2812,0.114,0.1408,0.0813,0.152,0.2321,0.1431,0.1016,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5597,0.5392,0.5186,0.5016,0.5707,0.5597,0.5436,0.7026,0.7203,N/A,0.5303,0.5793,0.5468,0.6855,0.4931,0.2471,0.32,0.6728,0.5942,0.7295,0.6378,0.7496,,,,,,,,,,,,,,,
18,XGB,STD,0.0963,0.0679,0.0681,0.0753,0.0829,0.0963,0.0974,0.0688,0.0846,N/A,0.1489,0.0768,0.1025,0.0715,0.0418,0.0932,0.0967,0.0568,0.1477,0.1889,0.1233,0.1095,,,,,,,,,,,,,,,
19,DT,MEAN,0.4759,0.4612,0.4329,0.3732,0.5069,0.4759,0.4332,0.6328,0.6571,N/A,0.4696,0.55,0.4731,0.6152,0.3703,0.0442,0.0712,0.6031,0.5438,0.7046,0.5752,0.68,,,,,,,,,,,,,,,
20,DT,STD,0.07,0.1476,0.0334,0.0346,0.1067,0.07,0.0713,0.0406,0.0618,N/A,0.1609,0.1485,0.0461,0.0511,0.3757,0.0464,0.0687,0.0346,0.1677,0.22,0.0969,0.0697,,,,,,,,,,,,,,,
