,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.6425,0.6347,0.5329,0.5096,0.6707,0.6425,0.6089,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 18, 'min_samples_leaf': 2, 'max_features': 'log2', 'splitter': 'best'}",0.4338,0.6277,0.513,0.7273,0.1364,0.2297,0.743,0.8347,0.7862,,5.0,18.0,2.0,log2,,,,,,,,,entropy,best
11,DT,2,0.4659,0.3235,0.4738,0.362,0.3811,0.4659,0.4002,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 17, 'min_samples_leaf': 10, 'max_features': 'log2', 'splitter': 'best'}",0.2997,0.7881,0.4343,0.0,0.0,0.0,0.6708,0.6334,0.6516,,3.0,17.0,10.0,log2,,,,,,,,,gini,best
12,DT,3,0.4519,0.4508,0.487,0.3996,0.5159,0.4519,0.4293,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'splitter': 'random'}",0.6756,0.4377,0.5312,0.3415,0.121,0.1786,0.3353,0.9024,0.489,,5.0,6.0,1.0,sqrt,,,,,,,,,entropy,random
13,DT,4,0.5385,0.4664,0.4589,0.4579,0.5278,0.5385,0.5273,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'log2', 'splitter': 'random'}",0.5138,0.3875,0.4418,0.2768,0.2634,0.27,0.6086,0.7258,0.6621,,6.0,12.0,3.0,log2,,,,,,,,,entropy,random
14,DT,5,0.5316,0.3644,0.4475,0.3947,0.4497,0.5316,0.4792,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",0.4232,0.6973,0.5267,0.0,0.0,0.0,0.6699,0.6451,0.6573,,1.0,17.0,8.0,log2,,,,,,,,,gini,best
15,RF,MEAN,0.5596,0.5458,0.5093,0.4832,0.5742,0.5596,0.5356,N/A,0.4907,0.5871,0.5218,0.5409,0.1866,0.2694,0.6057,0.7542,0.6585,,,,,,,,,,,,,,,
16,RF,STD,0.0993,0.1199,0.0644,0.0915,0.105,0.0993,0.104,N/A,0.1473,0.0861,0.1042,0.2113,0.1117,0.1434,0.1525,0.1117,0.1169,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5671,0.5558,0.5296,0.5151,0.5854,0.5671,0.5551,N/A,0.5043,0.5533,0.5167,0.558,0.2934,0.3737,0.6051,0.7421,0.6549,,,,,,,,,,,,,,,
18,XGB,STD,0.0963,0.1016,0.0718,0.0858,0.091,0.0963,0.0953,N/A,0.1528,0.1124,0.1139,0.1548,0.1091,0.1021,0.1424,0.1171,0.1115,,,,,,,,,,,,,,,
19,DT,MEAN,0.5261,0.448,0.48,0.4248,0.509,0.5261,0.489,N/A,0.4692,0.5877,0.4894,0.2691,0.1042,0.1357,0.6055,0.7483,0.6492,,,,,,,,,,,,,,,
20,DT,STD,0.0756,0.1201,0.0331,0.0587,0.1077,0.0756,0.0827,N/A,0.1385,0.1706,0.0474,0.3,0.11,0.128,0.1584,0.1179,0.1057,,,,,,,,,,,,,,,
