,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6276,0.6308,0.6204,0.6166,0.6302,0.6276,0.62,0.642,0.4833,0.5514,0.6197,0.7575,0.6817,0.7023,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",10,f_classif,,5.0,8.0,6.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.7569,0.7286,0.7052,0.7134,0.7495,0.7569,0.7503,0.6656,0.5491,0.6017,0.7917,0.8613,0.825,0.8193,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",10,f_classif,,4.0,11.0,7.0,,,,,,,,,,,gini,random
12,DT,3,0.6604,0.7316,0.7045,0.6571,0.7667,0.6604,0.6507,0.5472,0.9364,0.6907,0.9161,0.4725,0.6235,0.7795,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",51,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
13,DT,4,0.5403,0.6638,0.5693,0.479,0.676,0.5403,0.4656,0.8261,0.1836,0.3004,0.5015,0.9551,0.6576,0.6077,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}",40,f_classif,,2.0,7.0,10.0,log2,,,,,,,,,,entropy,best
14,DT,5,0.6383,0.6473,0.6602,0.6334,0.6916,0.6383,0.6456,0.4939,0.7359,0.5911,0.8006,0.5844,0.6757,0.6907,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",20,f_classif,,3.0,18.0,7.0,sqrt,,,,,,,,,,gini,best
15,RF,MEAN,0.6933,0.7061,0.6968,0.6818,0.7251,0.6933,0.6897,0.6539,0.6571,0.6335,0.7585,0.7366,0.7301,0.7664,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0843,0.0818,0.0776,0.0781,0.0898,0.0843,0.0862,0.0932,0.2143,0.091,0.1683,0.1242,0.0798,0.0869,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6856,0.6908,0.6749,0.6649,0.7059,0.6856,0.6779,0.6653,0.5635,0.5904,0.7162,0.7863,0.7395,0.7594,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0735,0.0584,0.0626,0.0709,0.0618,0.0735,0.0812,0.099,0.1771,0.0933,0.1279,0.1004,0.0691,0.0811,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.6447,0.6804,0.6519,0.6199,0.7028,0.6447,0.6264,0.635,0.5777,0.5471,0.7259,0.7262,0.6927,0.7199,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0776,0.0468,0.0581,0.0869,0.0556,0.0776,0.1027,0.1276,0.2823,0.147,0.1641,0.1975,0.0774,0.0824,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
