,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5549,0.4912,0.4914,0.4725,0.5564,0.5549,0.5412,0.6182,0.6976,"{'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2', 'splitter': 'best'}",0.48,0.2449,0.3243,0.5097,0.3333,0.5,0.4,0.7198,0.6604,0.7292,0.6931,0.6249,,7.0,3.0,4.0,log2,,,,,,,,,gini,best
11,DT,2,0.4937,0.3229,0.476,0.3818,0.3491,0.4937,0.4062,0.6757,0.691,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.3378,0.625,0.4386,0.6219,0.0,0.0,0.0,0.6099,0.631,0.803,0.7067,0.7952,,3.0,5.0,3.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.5721,0.5018,0.5326,0.5068,0.543,0.5721,0.5496,0.6657,0.6518,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'best'}",0.6579,0.6637,0.6608,0.6333,0.2812,0.1636,0.2069,0.5663,0.5663,0.7705,0.6528,0.7975,,3.0,8.0,4.0,,,,,,,,,,entropy,best
13,DT,4,0.4528,0.4361,0.4432,0.4333,0.47,0.4528,0.4544,0.6342,0.6471,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'splitter': 'best'}",0.4944,0.5789,0.5333,0.6323,0.2778,0.3571,0.3125,0.6335,0.5362,0.3936,0.454,0.6367,,5.0,12.0,6.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.4737,0.3263,0.4104,0.3511,0.3658,0.4737,0.399,0.5447,0.5886,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.5263,0.4348,0.4762,0.6139,0.0,0.0,0.0,0.4511,0.4526,0.7963,0.5772,0.569,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5982,0.5934,0.5671,0.562,0.6131,0.5982,0.5887,0.7257,0.7383,N/A,0.606,0.5496,0.5594,0.6986,0.5466,0.3875,0.4403,0.7113,0.6277,0.7641,0.6864,0.7673,,,,,,,,,,,,,,,
16,RF,STD,0.0746,0.069,0.0486,0.0575,0.0703,0.0746,0.0709,0.0404,0.0627,N/A,0.1678,0.0578,0.0581,0.0245,0.1058,0.1221,0.0988,0.1032,0.0947,0.1338,0.1015,0.0886,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6022,0.6152,0.5676,0.56,0.6279,0.6022,0.5863,0.7525,0.7616,N/A,0.6191,0.5544,0.5705,0.7236,0.6118,0.3523,0.4239,0.7487,0.6145,0.796,0.6857,0.7852,,,,,,,,,,,,,,,
18,XGB,STD,0.0934,0.1152,0.048,0.0781,0.0911,0.0934,0.0931,0.034,0.0615,N/A,0.1743,0.0439,0.066,0.0447,0.2187,0.1267,0.132,0.0861,0.0948,0.17,0.1059,0.0712,,,,,,,,,,,,,,,
19,DT,MEAN,0.5094,0.4157,0.4707,0.4291,0.4569,0.5094,0.4701,0.6277,0.6552,N/A,0.4993,0.5095,0.4866,0.6022,0.1785,0.2041,0.1839,0.5961,0.5693,0.6985,0.6168,0.6847,,,,,,,,,,,,,,,
20,DT,STD,0.0518,0.0868,0.0466,0.0638,0.0967,0.0518,0.072,0.0519,0.0436,N/A,0.1144,0.1714,0.1238,0.0523,0.1644,0.2213,0.1812,0.0985,0.0819,0.1729,0.104,0.1051,,,,,,,,,,,,,,,
