,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5714,0.5029,0.4966,0.4885,0.5467,0.5714,0.5512,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'splitter': 'random'}",0.5909,0.5714,0.581,0.3158,0.1622,0.2143,0.6019,0.7561,0.6703,,3.0,12.0,2.0,sqrt,,,,,,,,,entropy,random
11,DT,2,0.4606,0.3685,0.3936,0.3676,0.4062,0.4606,0.4189,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.2195,0.2045,0.2118,0.28,0.1429,0.1892,0.6061,0.8333,0.7018,,3.0,18.0,3.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.4293,0.4153,0.423,0.4087,0.4147,0.4293,0.4112,"{'criterion': 'entropy', 'max_depth': 11, 'min_samples_split': 12, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'random'}",0.3529,0.2535,0.2951,0.4222,0.3393,0.3762,0.4706,0.6761,0.5549,,11.0,12.0,8.0,log2,,,,,,,,,entropy,random
13,DT,4,0.5535,0.3693,0.489,0.4206,0.4183,0.5535,0.4762,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'random'}",0.5366,0.7458,0.6241,0.0,0.0,0.0,0.5714,0.7213,0.6377,,2.0,9.0,8.0,log2,,,,,,,,,gini,random
14,DT,5,0.4104,0.3637,0.3618,0.3553,0.4362,0.4104,0.4141,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",0.375,0.5172,0.4348,0.1379,0.1379,0.1379,0.5781,0.4302,0.4933,,4.0,10.0,8.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5923,0.5735,0.5656,0.5493,0.5932,0.5923,0.5728,N/A,0.5706,0.5582,0.5588,0.5137,0.3596,0.3983,0.6364,0.7789,0.6907,,,,,,,,,,,,,,,
16,RF,STD,0.0486,0.0638,0.0479,0.0645,0.0658,0.0486,0.0647,N/A,0.1123,0.1063,0.0868,0.1747,0.1818,0.1525,0.0652,0.156,0.0722,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5767,0.5637,0.5533,0.5359,0.586,0.5767,0.5592,N/A,0.5421,0.5298,0.5281,0.5135,0.3697,0.4002,0.6355,0.7604,0.6796,,,,,,,,,,,,,,,
18,XGB,STD,0.0481,0.0385,0.0463,0.0555,0.0471,0.0481,0.0581,N/A,0.153,0.1244,0.1136,0.0971,0.1633,0.0887,0.0542,0.1938,0.0912,,,,,,,,,,,,,,,
19,DT,MEAN,0.485,0.4039,0.4328,0.4081,0.4444,0.485,0.4543,N/A,0.415,0.4585,0.4294,0.2312,0.1565,0.1835,0.5656,0.6834,0.6116,,,,,,,,,,,,,,,
20,DT,STD,0.0732,0.0592,0.059,0.0526,0.0582,0.0732,0.0604,N/A,0.1495,0.2265,0.1777,0.1645,0.1209,0.1359,0.0552,0.1528,0.0858,,,,,,,,,,,,,,,
