,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
11,DT,2,0.5027,0.4906,0.4992,0.4236,0.5425,0.5027,0.4629,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",0.3177,0.7439,0.4453,0.4211,0.0678,0.1168,0.7329,0.686,0.7087,,3.0,19.0,5.0,,,,,,,,,,entropy,best
12,DT,3,0.4569,0.4257,0.4292,0.4252,0.4444,0.4569,0.4489,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",0.4819,0.5054,0.4934,0.2857,0.2157,0.2458,0.5094,0.5664,0.5364,,5.0,16.0,7.0,log2,,,,,,,,,gini,best
13,DT,4,0.4164,0.5098,0.4754,0.3877,0.6052,0.4164,0.4073,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'splitter': 'best'}",0.7302,0.1518,0.2514,0.1871,0.6421,0.2898,0.6121,0.6324,0.6221,,3.0,6.0,5.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.6064,0.4047,0.5283,0.4583,0.4649,0.6064,0.5263,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.5891,0.7562,0.6623,0.0,0.0,0.0,0.625,0.8287,0.7126,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5448,0.545,0.5111,0.4769,0.5785,0.5448,0.517,N/A,0.5071,0.5567,0.5018,0.513,0.2206,0.2544,0.6149,0.7559,0.6746,,,,,,,,,,,,,,,
16,RF,STD,0.0712,0.07,0.0749,0.101,0.0566,0.0712,0.0891,N/A,0.2133,0.1762,0.1409,0.1556,0.1713,0.1766,0.0714,0.0825,0.0549,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5621,0.5551,0.5388,0.5221,0.5885,0.5621,0.5533,N/A,0.534,0.5233,0.5087,0.5159,0.3428,0.3855,0.6154,0.7502,0.6722,,,,,,,,,,,,,,,
18,XGB,STD,0.0556,0.0598,0.0579,0.0597,0.0521,0.0556,0.0545,N/A,0.1989,0.1335,0.1285,0.144,0.1075,0.0448,0.0643,0.0844,0.0457,,,,,,,,,,,,,,,
19,DT,MEAN,0.4892,0.4334,0.472,0.4102,0.4948,0.4892,0.4532,N/A,0.4788,0.56,0.4475,0.1788,0.1851,0.1305,0.6425,0.6707,0.6527,,,,,,,,,,,,,,,
20,DT,STD,0.0723,0.0697,0.0439,0.0391,0.0774,0.0723,0.0464,N/A,0.189,0.2494,0.1505,0.1831,0.2702,0.135,0.094,0.0981,0.0744,,,,,,,,,,,,,,,
