,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6474,0.3979,0.4455,0.4066,0.5225,0.6474,0.5642,0.6724,0.7706,25,f_classif,"{'selector__k': 25, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5152,0.3469,0.4146,0.609,0.0,0.0,0.0,0.7058,0.6786,0.9896,0.8051,0.7026,25,f_classif,,1.0,18.0,8.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.443,0.284,0.4225,0.3389,0.3043,0.443,0.3601,0.661,0.6646,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3134,0.525,0.3925,0.5684,0.0,0.0,0.0,0.723,0.5385,0.7424,0.6242,0.6915,18,f_classif,,2.0,3.0,9.0,log2,,,,,,,,,,gini,random
12,DT,3,0.5153,0.3655,0.4889,0.3904,0.4503,0.5153,0.4513,0.6236,0.6393,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6966,0.5487,0.6139,0.6563,0.0,0.0,0.0,0.5086,0.4,0.918,0.5572,0.7059,7,f_classif,,2.0,12.0,8.0,,,,,,,,,,,gini,random
13,DT,4,0.4717,0.3226,0.3941,0.3498,0.3958,0.4717,0.4246,0.6109,0.6437,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 7, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3917,0.6184,0.4796,0.5439,0.0,0.0,0.0,0.6317,0.5761,0.5638,0.5699,0.6572,3,f_classif,,7.0,18.0,7.0,sqrt,,,,,,,,,,gini,random
14,DT,5,0.406,0.3477,0.3616,0.3308,0.3688,0.406,0.361,0.5458,0.5838,18,f_classif,"{'selector__k': 18, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",0.3636,0.1739,0.2353,0.6107,0.2083,0.1515,0.1754,0.4529,0.4713,0.7593,0.5816,0.574,18,f_classif,,2.0,4.0,10.0,log2,,,,,,,,,,entropy,random
15,RF,MEAN,0.5481,0.5558,0.5274,0.5136,0.5807,0.5481,0.5367,0.7012,0.7011,N/A,N/A,N/A,0.5657,0.5413,0.5279,0.7001,0.5099,0.3559,0.4044,0.6644,0.5917,0.6849,0.6085,0.739,,,,,,,,,,,,,,,,,,
16,RF,STD,0.1139,0.1029,0.0778,0.0951,0.1014,0.1139,0.1124,0.0488,0.084,N/A,N/A,N/A,0.1972,0.1014,0.0824,0.0785,0.1175,0.1402,0.1143,0.0856,0.1351,0.2358,0.1413,0.067,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.531,0.5009,0.4828,0.4457,0.5473,0.531,0.4944,0.6976,0.7048,N/A,N/A,N/A,0.5168,0.5632,0.5126,0.6821,0.4143,0.1519,0.2007,0.6618,0.5714,0.7334,0.6237,0.749,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.1006,0.0712,0.0458,0.057,0.0715,0.1006,0.09,0.0661,0.0862,N/A,N/A,N/A,0.1799,0.1032,0.073,0.0818,0.2962,0.1669,0.1959,0.0941,0.1348,0.2191,0.1366,0.0724,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4967,0.3435,0.4225,0.3633,0.4083,0.4967,0.4322,0.6227,0.6604,N/A,N/A,N/A,0.4561,0.4426,0.4272,0.5977,0.0417,0.0303,0.0351,0.6044,0.5329,0.7946,0.6276,0.6662,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0933,0.0431,0.0486,0.0333,0.0827,0.0933,0.0838,0.05,0.0685,N/A,N/A,N/A,0.1536,0.1805,0.1377,0.0433,0.0932,0.0678,0.0784,0.1196,0.1056,0.1662,0.1024,0.0551,,,,,,,,,,,,,,,,,,
