,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6292,0.3689,0.432,0.3928,0.4993,0.6292,0.552,0.6561,0.7591,14,f_classif,"{'selector__k': 14, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 3, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 1, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.4214,0.3545,0.3851,0.5967,0.0,0.0,0.0,0.6872,0.6854,0.9416,0.7933,0.6844,14,f_classif,,3.0,14.0,1.0,,,,,,,,,,,entropy,random
11,DT,2,0.3417,0.2347,0.3382,0.2614,0.2543,0.3417,0.2747,0.5457,0.5423,7,f_classif,"{'selector__k': 7, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",0.3214,0.7037,0.4413,0.563,0.0,0.0,0.0,0.5148,0.3826,0.3108,0.343,0.5593,7,f_classif,,2.0,20.0,5.0,,,,,,,,,,,entropy,best
12,DT,3,0.3102,0.4006,0.4083,0.2673,0.4436,0.3102,0.2274,0.567,0.5594,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5775,0.0652,0.1171,0.5443,0.3384,0.1898,0.2432,0.5391,0.2859,0.9698,0.4416,0.6175,3,f_classif,,3.0,7.0,8.0,sqrt,,,,,,,,,,gini,random
13,DT,4,0.4866,0.4374,0.4386,0.4354,0.4665,0.4866,0.4735,0.6191,0.6236,3,f_classif,"{'selector__k': 3, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.3071,0.2357,0.2667,0.5349,0.4286,0.4167,0.4225,0.6845,0.5765,0.6634,0.6169,0.638,3,f_classif,,2.0,4.0,9.0,log2,,balanced,,,,,,,,entropy,best
14,DT,5,0.4156,0.3084,0.3712,0.2573,0.3688,0.4156,0.2945,0.5541,0.6302,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5213,0.1222,0.198,0.52,0.0,0.0,0.0,0.5708,0.404,0.9914,0.574,0.5715,10,f_classif,,1.0,18.0,7.0,sqrt,,,,,,,,,,gini,random
15,RF,MEAN,0.495,0.4527,0.4588,0.4129,0.5101,0.495,0.4647,0.6702,0.667,N/A,N/A,N/A,0.5065,0.4937,0.4762,0.6606,0.3064,0.1626,0.176,0.6262,0.5452,0.7201,0.5865,0.7237,,,,,,,,,,,,,,,,,,
16,RF,STD,0.1066,0.0909,0.0713,0.0826,0.0835,0.1066,0.1064,0.0644,0.0895,N/A,N/A,N/A,0.1713,0.103,0.0774,0.0735,0.1895,0.1876,0.134,0.0571,0.1711,0.2733,0.1517,0.1051,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5114,0.497,0.4707,0.44,0.5337,0.5114,0.4875,0.6692,0.6785,N/A,N/A,N/A,0.5049,0.5114,0.4883,0.6499,0.4384,0.1597,0.2297,0.6353,0.5477,0.7411,0.6019,0.7225,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.1116,0.0885,0.0708,0.081,0.0956,0.1116,0.1111,0.0735,0.0961,N/A,N/A,N/A,0.1826,0.1075,0.0967,0.0959,0.115,0.0768,0.099,0.0695,0.1671,0.2406,0.1383,0.1164,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.4367,0.35,0.3977,0.3228,0.4065,0.4367,0.3644,0.5884,0.6229,N/A,N/A,N/A,0.4297,0.2963,0.2816,0.5518,0.1534,0.1213,0.1331,0.5993,0.4669,0.7754,0.5538,0.6141,,,,,,,,,,,,,,,,,,
20,DT,STD,0.1275,0.08,0.0424,0.0847,0.0977,0.1275,0.1404,0.0474,0.0853,N/A,N/A,N/A,0.1194,0.2534,0.1327,0.0296,0.2125,0.1845,0.193,0.0815,0.1609,0.2917,0.1723,0.0508,,,,,,,,,,,,,,,,,,
