Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.7535,0.7338,0.7605,0.738,0.7825,0.7535,0.7601,0.5932,0.7809,0.6743,0.8744,0.7402,0.8017,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",52,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.7146,0.7197,0.7399,0.7098,0.7643,0.7146,0.7207,0.5667,0.8264,0.6723,0.8728,0.6533,0.7473,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",21,f_classif,,2.0,14.0,8.0,sqrt,,balanced,,,,,,,,gini,best
DT,3,0.702,0.7203,0.725,0.7017,0.7464,0.702,0.7035,0.5896,0.84,0.6929,0.8511,0.6099,0.7106,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",73,f_classif,,2.0,3.0,7.0,,,,,,,,,,,gini,random
DT,4,0.6693,0.675,0.673,0.6689,0.6775,0.6693,0.6684,0.7226,0.6043,0.6582,0.6273,0.7417,0.6797,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",all,f_classif,,1.0,20.0,7.0,,,,,,,,,,,gini,best
DT,5,0.6873,0.7759,0.703,0.67,0.7859,0.6873,0.6656,0.6043,0.9731,0.7456,0.9475,0.433,0.5944,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",52,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
RF,MEAN,0.7836,0.7851,0.7902,0.7766,0.8064,0.7836,0.7841,0.727,0.7883,0.7441,0.8432,0.7922,0.809,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
RF,STD,0.0315,0.028,0.0353,0.0348,0.0254,0.0315,0.0346,0.0976,0.1399,0.0578,0.1076,0.0718,0.026,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7747,0.7725,0.7727,0.7642,0.7901,0.7747,0.7742,0.7385,0.7222,0.72,0.8066,0.8233,0.8084,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,STD,0.0354,0.0328,0.0432,0.0402,0.0328,0.0354,0.0384,0.0979,0.1315,0.0625,0.1023,0.0615,0.0339,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,MEAN,0.7053,0.7249,0.7203,0.6977,0.7513,0.7053,0.7037,0.6153,0.8049,0.6887,0.8346,0.6356,0.7067,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,STD,0.0318,0.0361,0.0338,0.0291,0.0442,0.0318,0.0393,0.0615,0.133,0.0341,0.1215,0.1267,0.0775,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
