Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.7228,0.6972,0.7161,0.7014,0.7443,0.7228,0.7291,0.561,0.697,0.6216,0.8333,0.7353,0.7812,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",10,f_classif,,4.0,6.0,8.0,sqrt,,,,,,,,,,gini,random
DT,2,0.7431,0.7665,0.7813,0.7421,0.8116,0.7431,0.7465,0.5968,0.925,0.7255,0.9362,0.6377,0.7586,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",21,f_classif,,2.0,12.0,8.0,,,,,,,,,,,gini,random
DT,3,0.68,0.6993,0.7017,0.6799,0.7229,0.68,0.6809,0.5743,0.8169,0.6744,0.8243,0.5865,0.6854,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",52,f_classif,,2.0,19.0,5.0,,,,,,,,,,,gini,random
DT,4,0.7167,0.7167,0.7169,0.7166,0.7172,0.7167,0.7167,0.7333,0.7097,0.7213,0.7,0.7241,0.7119,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': None}",84,f_classif,,1.0,5.0,4.0,log2,,,,,,,,,,gini,best
DT,5,0.7056,0.7777,0.7242,0.6953,0.7903,0.7056,0.691,0.6154,0.9639,0.7512,0.94,0.4845,0.6395,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",73,f_classif,,1.0,10.0,7.0,,,,,,,,,,,gini,random
RF,MEAN,0.8028,0.8007,0.805,0.7953,0.8181,0.8028,0.8031,0.7511,0.7921,0.7624,0.8502,0.8179,0.8282,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
RF,STD,0.036,0.0378,0.0471,0.0426,0.036,0.036,0.0382,0.088,0.1362,0.0678,0.0987,0.0556,0.0289,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7982,0.7941,0.796,0.7893,0.8088,0.7982,0.7978,0.7592,0.7575,0.7512,0.829,0.8345,0.8273,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
XGB,STD,0.0486,0.0453,0.0574,0.0533,0.0462,0.0486,0.0507,0.081,0.1334,0.0743,0.1003,0.0452,0.0436,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,MEAN,0.7136,0.7315,0.728,0.7071,0.7573,0.7136,0.7128,0.6162,0.8225,0.6988,0.8468,0.6336,0.7153,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
DT,STD,0.0232,0.0381,0.0309,0.0236,0.0418,0.0232,0.027,0.0687,0.1215,0.0513,0.0986,0.1037,0.0567,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
