,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
55,XGB,15,15,1,0,1,4,4,1,0,1,0.8,1.0,1.0,0.5
56,XGB,16,16,1,0,0,6,6,1,0,0,1.0,1.0,1.0,1.0
57,XGB,17,17,2,2,1,3,3,2,2,1,0.75,0.5,0.6,0.6666666666666666
58,XGB,18,18,13,1,0,4,4,13,1,0,1.0,0.9285714285714286,0.8,1.0
59,XGB,19,19,4,2,0,1,1,4,2,0,1.0,0.6666666666666666,0.3333333333333333,1.0
60,XGB,20,20,2,1,1,2,2,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
61,XGB,21,21,2,2,0,3,3,2,2,0,1.0,0.5,0.6,1.0
62,XGB,22,22,8,5,0,3,3,8,5,0,1.0,0.6153846153846154,0.375,1.0
63,XGB,23,23,2,0,1,6,6,2,0,1,0.8571428571428571,1.0,1.0,0.6666666666666666
64,XGB,24,24,5,2,1,3,3,5,2,1,0.75,0.7142857142857143,0.6,0.8333333333333334
65,XGB,25,25,9,0,4,3,3,9,0,4,0.42857142857142855,1.0,1.0,0.6923076923076923
66,XGB,26,26,10,1,1,1,1,10,1,1,0.5,0.9090909090909091,0.5,0.9090909090909091
67,XGB,27,27,15,5,0,6,6,15,5,0,1.0,0.75,0.5454545454545454,1.0
68,XGB,28,28,4,0,0,5,5,4,0,0,1.0,1.0,1.0,1.0
69,XGB,29,29,3,0,1,3,3,3,0,1,0.75,1.0,1.0,0.75
70,XGB,30,30,2,0,4,3,3,2,0,4,0.42857142857142855,1.0,1.0,0.3333333333333333
71,XGB,31,31,5,2,1,2,2,5,2,1,0.6666666666666666,0.7142857142857143,0.5,0.8333333333333334
72,XGB,32,32,2,1,0,2,2,2,1,0,1.0,0.6666666666666666,0.6666666666666666,1.0
73,XGB,33,33,2,3,4,0,0,2,3,4,0.0,0.4,0.0,0.3333333333333333
74,XGB,34,34,6,0,1,0,0,6,0,1,0.0,1.0,0.0,0.8571428571428571
75,XGB,35,35,2,0,10,0,0,2,0,10,0.0,1.0,0.0,0.16666666666666666
76,XGB,36,36,2,4,0,5,5,2,4,0,1.0,0.3333333333333333,0.5555555555555556,1.0
77,XGB,37,37,3,4,0,6,6,3,4,0,1.0,0.42857142857142855,0.6,1.0
78,XGB,38,38,2,1,0,5,5,2,1,0,1.0,0.6666666666666666,0.8333333333333334,1.0
79,XGB,39,39,1,1,1,4,4,1,1,1,0.8,0.5,0.8,0.5
80,XGB,40,40,32,2,2,2,2,32,2,2,0.5,0.9411764705882353,0.5,0.9411764705882353
81,XGB,41,41,1,2,1,4,4,1,2,1,0.8,0.3333333333333333,0.6666666666666666,0.5
82,DT,1,1,3,1,3,2,2,3,1,3,0.4,0.75,0.6666666666666666,0.5
83,DT,2,2,2,3,0,2,2,2,3,0,1.0,0.4,0.4,1.0
84,DT,3,3,4,5,1,2,2,4,5,1,0.6666666666666666,0.4444444444444444,0.2857142857142857,0.8
85,DT,4,4,3,3,0,5,5,3,3,0,1.0,0.5,0.625,1.0
86,DT,5,5,3,0,4,0,0,3,0,4,0.0,1.0,0.0,0.42857142857142855
87,DT,6,6,9,1,2,2,2,9,1,2,0.5,0.9,0.6666666666666666,0.8181818181818182
88,DT,7,7,5,0,4,0,0,5,0,4,0.0,1.0,0.0,0.5555555555555556
89,DT,8,8,1,3,0,4,4,1,3,0,1.0,0.25,0.5714285714285714,1.0
90,DT,9,9,2,4,1,8,8,2,4,1,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.6666666666666666
91,DT,10,10,3,3,1,6,6,3,3,1,0.8571428571428571,0.5,0.6666666666666666,0.75
92,DT,11,11,3,9,2,4,4,3,9,2,0.6666666666666666,0.25,0.3076923076923077,0.6
93,DT,12,12,2,7,2,4,4,2,7,2,0.6666666666666666,0.2222222222222222,0.36363636363636365,0.5
94,DT,13,13,4,2,2,2,2,4,2,2,0.5,0.6666666666666666,0.5,0.6666666666666666
95,DT,14,14,3,2,2,5,5,3,2,2,0.7142857142857143,0.6,0.7142857142857143,0.6
96,DT,15,15,1,0,1,4,4,1,0,1,0.8,1.0,1.0,0.5
97,DT,16,16,1,0,1,5,5,1,0,1,0.8333333333333334,1.0,1.0,0.5
98,DT,17,17,2,2,1,3,3,2,2,1,0.75,0.5,0.6,0.6666666666666666
99,DT,18,18,13,1,0,4,4,13,1,0,1.0,0.9285714285714286,0.8,1.0
100,DT,19,19,4,2,0,1,1,4,2,0,1.0,0.6666666666666666,0.3333333333333333,1.0
101,DT,20,20,2,1,1,2,2,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
102,DT,21,21,3,1,1,2,2,3,1,1,0.6666666666666666,0.75,0.6666666666666666,0.75
103,DT,22,22,8,5,0,3,3,8,5,0,1.0,0.6153846153846154,0.375,1.0
104,DT,23,23,2,0,3,4,4,2,0,3,0.5714285714285714,1.0,1.0,0.4
105,DT,24,24,3,4,0,4,4,3,4,0,1.0,0.42857142857142855,0.5,1.0
106,DT,25,25,9,0,2,5,5,9,0,2,0.7142857142857143,1.0,1.0,0.8181818181818182
107,DT,26,26,11,0,2,0,0,11,0,2,0.0,1.0,0.0,0.8461538461538461
108,DT,27,27,9,11,0,6,6,9,11,0,1.0,0.45,0.35294117647058826,1.0
109,DT,28,28,1,3,0,5,5,1,3,0,1.0,0.25,0.625,1.0
110,DT,29,29,3,0,2,2,2,3,0,2,0.5,1.0,1.0,0.6
111,DT,30,30,1,1,1,6,6,1,1,1,0.8571428571428571,0.5,0.8571428571428571,0.5
112,DT,31,31,4,3,1,2,2,4,3,1,0.6666666666666666,0.5714285714285714,0.4,0.8
113,DT,32,32,2,1,0,2,2,2,1,0,1.0,0.6666666666666666,0.6666666666666666,1.0
114,DT,33,33,2,3,4,0,0,2,3,4,0.0,0.4,0.0,0.3333333333333333
115,DT,34,34,1,5,0,1,1,1,5,0,1.0,0.16666666666666666,0.16666666666666666,1.0
116,DT,35,35,2,0,9,1,1,2,0,9,0.1,1.0,1.0,0.18181818181818182
117,DT,36,36,0,6,0,5,5,0,6,0,1.0,0.0,0.45454545454545453,0.0
118,DT,37,37,2,5,0,6,6,2,5,0,1.0,0.2857142857142857,0.5454545454545454,1.0
119,DT,38,38,2,1,0,5,5,2,1,0,1.0,0.6666666666666666,0.8333333333333334,1.0
120,DT,39,39,1,1,0,5,5,1,1,0,1.0,0.5,0.8333333333333334,1.0
121,DT,40,40,30,4,2,2,2,30,4,2,0.5,0.8823529411764706,0.3333333333333333,0.9375
122,DT,41,41,0,3,0,5,5,0,3,0,1.0,0.0,0.625,0.0
