,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
52,XGB,12,12,10,33,20,12,12,10,33,20,0.375,0.23255813953488372,0.26666666666666666,0.3333333333333333
53,XGB,13,13,24,2,8,12,12,24,2,8,0.6,0.9230769230769231,0.8571428571428571,0.75
54,XGB,14,14,23,2,28,6,6,23,2,28,0.17647058823529413,0.92,0.75,0.45098039215686275
55,XGB,15,15,1,0,10,15,15,1,0,10,0.6,1.0,1.0,0.09090909090909091
56,XGB,16,16,7,1,10,17,17,7,1,10,0.6296296296296297,0.875,0.9444444444444444,0.4117647058823529
57,XGB,17,17,8,8,5,15,15,8,8,5,0.75,0.5,0.6521739130434783,0.6153846153846154
58,XGB,18,18,56,13,0,19,19,56,13,0,1.0,0.8115942028985508,0.59375,1.0
59,XGB,19,19,13,10,1,7,7,13,10,1,0.875,0.5652173913043478,0.4117647058823529,0.9285714285714286
60,XGB,20,20,12,3,8,7,7,12,3,8,0.4666666666666667,0.8,0.7,0.6
61,XGB,21,21,10,10,0,13,13,10,10,0,1.0,0.5,0.5652173913043478,1.0
62,XGB,22,22,40,22,0,15,15,40,22,0,1.0,0.6451612903225806,0.40540540540540543,1.0
63,XGB,23,23,8,3,11,23,23,8,3,11,0.6764705882352942,0.7272727272727273,0.8846153846153846,0.42105263157894735
64,XGB,24,24,31,5,9,10,10,31,5,9,0.5263157894736842,0.8611111111111112,0.6666666666666666,0.775
65,XGB,25,25,41,0,23,13,13,41,0,23,0.3611111111111111,1.0,1.0,0.640625
66,XGB,26,26,45,5,4,8,8,45,5,4,0.6666666666666666,0.9,0.6153846153846154,0.9183673469387755
67,XGB,27,27,72,30,0,28,28,72,30,0,1.0,0.7058823529411765,0.4827586206896552,1.0
68,XGB,28,28,13,2,0,26,26,13,2,0,1.0,0.8666666666666667,0.9285714285714286,1.0
69,XGB,29,29,8,3,8,13,13,8,3,8,0.6190476190476191,0.7272727272727273,0.8125,0.5
70,XGB,30,30,8,0,23,14,14,8,0,23,0.3783783783783784,1.0,1.0,0.25806451612903225
71,XGB,31,31,26,7,5,9,9,26,7,5,0.6428571428571429,0.7878787878787878,0.5625,0.8387096774193549
72,XGB,32,32,7,10,1,7,7,7,10,1,0.875,0.4117647058823529,0.4117647058823529,0.875
73,XGB,33,33,10,14,19,0,0,10,14,19,0.0,0.4166666666666667,0.0,0.3448275862068966
74,XGB,34,34,28,0,6,0,0,28,0,6,0.0,1.0,0.0,0.8235294117647058
75,XGB,35,35,11,0,43,5,5,11,0,43,0.10416666666666667,1.0,1.0,0.2037037037037037
76,XGB,36,36,11,17,0,26,26,11,17,0,1.0,0.39285714285714285,0.6046511627906976,1.0
77,XGB,37,37,10,22,1,29,29,10,22,1,0.9666666666666667,0.3125,0.5686274509803921,0.9090909090909091
78,XGB,38,38,10,2,0,26,26,10,2,0,1.0,0.8333333333333334,0.9285714285714286,1.0
79,XGB,39,39,5,3,3,22,22,5,3,3,0.88,0.625,0.88,0.625
80,XGB,40,40,159,7,10,12,12,159,7,10,0.5454545454545454,0.9578313253012049,0.631578947368421,0.9408284023668639
81,XGB,41,41,3,11,4,19,19,3,11,4,0.8260869565217391,0.21428571428571427,0.6333333333333333,0.42857142857142855
82,DT,1,1,14,5,18,7,7,14,5,18,0.28,0.7368421052631579,0.5833333333333334,0.4375
83,DT,2,2,14,7,0,12,12,14,7,0,1.0,0.6666666666666666,0.631578947368421,1.0
84,DT,3,3,35,7,7,9,9,35,7,7,0.5625,0.8333333333333334,0.5625,0.8333333333333334
85,DT,4,4,25,2,9,16,16,25,2,9,0.64,0.9259259259259259,0.8888888888888888,0.7352941176470589
86,DT,5,5,9,2,6,14,14,9,2,6,0.7,0.8181818181818182,0.875,0.6
87,DT,6,6,40,6,14,9,9,40,6,14,0.391304347826087,0.8695652173913043,0.6,0.7407407407407407
88,DT,7,7,20,1,4,17,17,20,1,4,0.8095238095238095,0.9523809523809523,0.9444444444444444,0.8333333333333334
89,DT,8,8,8,9,1,21,21,8,9,1,0.9545454545454546,0.47058823529411764,0.7,0.8888888888888888
90,DT,9,9,17,11,0,46,46,17,11,0,1.0,0.6071428571428571,0.8070175438596491,1.0
91,DT,10,10,18,8,3,32,32,18,8,3,0.9142857142857143,0.6923076923076923,0.8,0.8571428571428571
92,DT,11,11,28,30,1,29,29,28,30,1,0.9666666666666667,0.4827586206896552,0.4915254237288136,0.9655172413793104
93,DT,12,12,9,34,18,14,14,9,34,18,0.4375,0.20930232558139536,0.2916666666666667,0.3333333333333333
94,DT,13,13,17,9,5,15,15,17,9,5,0.75,0.6538461538461539,0.625,0.7727272727272727
95,DT,14,14,21,4,13,21,21,21,4,13,0.6176470588235294,0.84,0.84,0.6176470588235294
96,DT,15,15,1,0,5,20,20,1,0,5,0.8,1.0,1.0,0.16666666666666666
97,DT,16,16,5,3,9,18,18,5,3,9,0.6666666666666666,0.625,0.8571428571428571,0.35714285714285715
98,DT,17,17,7,9,5,15,15,7,9,5,0.75,0.4375,0.625,0.5833333333333334
99,DT,18,18,60,9,0,19,19,60,9,0,1.0,0.8695652173913043,0.6785714285714286,1.0
100,DT,19,19,13,10,0,8,8,13,10,0,1.0,0.5652173913043478,0.4444444444444444,1.0
101,DT,20,20,12,3,9,6,6,12,3,9,0.4,0.8,0.6666666666666666,0.5714285714285714
102,DT,21,21,13,7,0,13,13,13,7,0,1.0,0.65,0.65,1.0
103,DT,22,22,39,23,0,15,15,39,23,0,1.0,0.6290322580645161,0.39473684210526316,1.0
104,DT,23,23,8,3,1,33,33,8,3,1,0.9705882352941176,0.7272727272727273,0.9166666666666666,0.8888888888888888
105,DT,24,24,18,18,0,19,19,18,18,0,1.0,0.5,0.5135135135135135,1.0
106,DT,25,25,41,0,24,12,12,41,0,24,0.3333333333333333,1.0,1.0,0.6307692307692307
107,DT,26,26,48,2,7,5,5,48,2,7,0.4166666666666667,0.96,0.7142857142857143,0.8727272727272727
108,DT,27,27,64,38,0,28,28,64,38,0,1.0,0.6274509803921569,0.42424242424242425,1.0
109,DT,28,28,13,2,1,25,25,13,2,1,0.9615384615384616,0.8666666666666667,0.9259259259259259,0.9285714285714286
110,DT,29,29,11,0,11,10,10,11,0,11,0.47619047619047616,1.0,1.0,0.5
111,DT,30,30,3,5,8,29,29,3,5,8,0.7837837837837838,0.375,0.8529411764705882,0.2727272727272727
112,DT,31,31,24,9,2,12,12,24,9,2,0.8571428571428571,0.7272727272727273,0.5714285714285714,0.9230769230769231
113,DT,32,32,1,16,0,8,8,1,16,0,1.0,0.058823529411764705,0.3333333333333333,1.0
114,DT,33,33,18,6,19,0,0,18,6,19,0.0,0.75,0.0,0.4864864864864865
115,DT,34,34,28,0,4,2,2,28,0,4,0.3333333333333333,1.0,1.0,0.875
116,DT,35,35,11,0,43,5,5,11,0,43,0.10416666666666667,1.0,1.0,0.2037037037037037
117,DT,36,36,13,15,0,26,26,13,15,0,1.0,0.4642857142857143,0.6341463414634146,1.0
118,DT,37,37,5,27,0,30,30,5,27,0,1.0,0.15625,0.5263157894736842,1.0
119,DT,38,38,4,8,0,26,26,4,8,0,1.0,0.3333333333333333,0.7647058823529411,1.0
120,DT,39,39,4,4,1,24,24,4,4,1,0.96,0.5,0.8571428571428571,0.8
121,DT,40,40,163,3,13,9,9,163,3,13,0.4090909090909091,0.9819277108433735,0.75,0.9261363636363636
122,DT,41,41,13,1,15,8,8,13,1,15,0.34782608695652173,0.9285714285714286,0.8888888888888888,0.4642857142857143
