,Model,Fold,Test_Experiment,CM_non_void_pred_non_void,CM_non_void_pred_void,CM_void_pred_non_void,CM_void_pred_void,TP,TN,FP,FN,Sensitivity,Specificity,PPV,NPV
48,XGB,8,8,2,3,1,4,4,2,3,1,0.8,0.4,0.5714285714285714,0.6666666666666666
49,XGB,9,9,6,2,2,9,9,6,2,2,0.8181818181818182,0.75,0.8181818181818182,0.75
50,XGB,10,10,7,1,5,3,3,7,1,5,0.375,0.875,0.75,0.5833333333333334
51,XGB,11,11,13,3,5,2,2,13,3,5,0.2857142857142857,0.8125,0.4,0.7222222222222222
52,XGB,12,12,4,7,6,2,2,4,7,6,0.25,0.36363636363636365,0.2222222222222222,0.4
53,XGB,13,13,7,0,3,2,2,7,0,3,0.4,1.0,1.0,0.7
54,XGB,14,14,7,0,7,1,1,7,0,7,0.125,1.0,1.0,0.5
55,XGB,15,15,0,0,4,3,3,0,0,4,0.42857142857142855,0.0,1.0,0.0
56,XGB,16,16,2,1,1,5,5,2,1,1,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666
57,XGB,17,17,3,3,1,3,3,3,3,1,0.75,0.5,0.5,0.75
58,XGB,18,18,16,2,0,5,5,16,2,0,1.0,0.8888888888888888,0.7142857142857143,1.0
59,XGB,19,19,3,3,0,2,2,3,3,0,1.0,0.5,0.4,1.0
60,XGB,20,20,4,0,4,0,0,4,0,4,0.0,1.0,0.0,0.5
61,XGB,21,21,4,2,0,3,3,4,2,0,1.0,0.6666666666666666,0.6,1.0
62,XGB,22,22,10,7,0,3,3,10,7,0,1.0,0.5882352941176471,0.3,1.0
63,XGB,23,23,3,1,0,8,8,3,1,0,1.0,0.75,0.8888888888888888,1.0
64,XGB,24,24,6,3,1,4,4,6,3,1,0.8,0.6666666666666666,0.5714285714285714,0.8571428571428571
65,XGB,25,25,11,0,8,1,1,11,0,8,0.1111111111111111,1.0,1.0,0.5789473684210527
66,XGB,26,26,11,2,2,1,1,11,2,2,0.3333333333333333,0.8461538461538461,0.3333333333333333,0.8461538461538461
67,XGB,27,27,17,9,0,7,7,17,9,0,1.0,0.6538461538461539,0.4375,1.0
68,XGB,28,28,4,1,0,6,6,4,1,0,1.0,0.8,0.8571428571428571,1.0
69,XGB,29,29,3,1,2,3,3,3,1,2,0.6,0.75,0.75,0.6
70,XGB,30,30,3,0,6,3,3,3,0,6,0.3333333333333333,1.0,1.0,0.3333333333333333
71,XGB,31,31,5,3,3,1,1,5,3,3,0.25,0.625,0.25,0.625
72,XGB,32,32,3,2,0,2,2,3,2,0,1.0,0.6,0.5,1.0
73,XGB,33,33,4,3,4,0,0,4,3,4,0.0,0.5714285714285714,0.0,0.5
74,XGB,34,34,5,2,0,2,2,5,2,0,1.0,0.7142857142857143,0.5,1.0
75,XGB,35,35,2,0,13,0,0,2,0,13,0.0,1.0,0.0,0.13333333333333333
76,XGB,36,36,3,5,0,6,6,3,5,0,1.0,0.375,0.5454545454545454,1.0
77,XGB,37,37,3,5,0,8,8,3,5,0,1.0,0.375,0.6153846153846154,1.0
78,XGB,38,38,3,1,0,6,6,3,1,0,1.0,0.75,0.8571428571428571,1.0
79,XGB,39,39,2,1,1,5,5,2,1,1,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666
80,XGB,40,40,40,2,3,3,3,40,2,3,0.5,0.9523809523809523,0.6,0.9302325581395349
81,XGB,41,41,2,2,1,5,5,2,2,1,0.8333333333333334,0.5,0.7142857142857143,0.6666666666666666
82,DT,1,1,2,4,0,6,6,2,4,0,1.0,0.3333333333333333,0.6,1.0
83,DT,2,2,4,2,0,3,3,4,2,0,1.0,0.6666666666666666,0.6,1.0
84,DT,3,3,9,2,1,3,3,9,2,1,0.75,0.8181818181818182,0.6,0.9
85,DT,4,4,4,3,1,6,6,4,3,1,0.8571428571428571,0.5714285714285714,0.6666666666666666,0.8
86,DT,5,5,3,0,3,2,2,3,0,3,0.4,1.0,1.0,0.5
87,DT,6,6,11,1,0,6,6,11,1,0,1.0,0.9166666666666666,0.8571428571428571,1.0
88,DT,7,7,6,0,1,4,4,6,0,1,0.8,1.0,1.0,0.8571428571428571
89,DT,8,8,2,3,0,5,5,2,3,0,1.0,0.4,0.625,1.0
90,DT,9,9,5,3,0,11,11,5,3,0,1.0,0.625,0.7857142857142857,1.0
91,DT,10,10,5,3,2,6,6,5,3,2,0.75,0.625,0.6666666666666666,0.7142857142857143
92,DT,11,11,7,9,2,5,5,7,9,2,0.7142857142857143,0.4375,0.35714285714285715,0.7777777777777778
93,DT,12,12,2,9,3,5,5,2,9,3,0.625,0.18181818181818182,0.35714285714285715,0.4
94,DT,13,13,0,7,0,5,5,0,7,0,1.0,0.0,0.4166666666666667,0.0
95,DT,14,14,3,4,0,8,8,3,4,0,1.0,0.42857142857142855,0.6666666666666666,1.0
96,DT,15,15,0,0,3,4,4,0,0,3,0.5714285714285714,0.0,1.0,0.0
97,DT,16,16,1,2,0,6,6,1,2,0,1.0,0.3333333333333333,0.75,1.0
98,DT,17,17,5,1,2,2,2,5,1,2,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143
99,DT,18,18,11,7,0,5,5,11,7,0,1.0,0.6111111111111112,0.4166666666666667,1.0
100,DT,19,19,3,3,0,2,2,3,3,0,1.0,0.5,0.4,1.0
101,DT,20,20,1,3,1,3,3,1,3,1,0.75,0.25,0.5,0.5
102,DT,21,21,2,4,0,3,3,2,4,0,1.0,0.3333333333333333,0.42857142857142855,1.0
103,DT,22,22,9,8,0,3,3,9,8,0,1.0,0.5294117647058824,0.2727272727272727,1.0
104,DT,23,23,3,1,0,8,8,3,1,0,1.0,0.75,0.8888888888888888,1.0
105,DT,24,24,5,4,0,5,5,5,4,0,1.0,0.5555555555555556,0.5555555555555556,1.0
106,DT,25,25,11,0,5,4,4,11,0,5,0.4444444444444444,1.0,1.0,0.6875
107,DT,26,26,2,11,0,3,3,2,11,0,1.0,0.15384615384615385,0.21428571428571427,1.0
108,DT,27,27,20,6,1,6,6,20,6,1,0.8571428571428571,0.7692307692307693,0.5,0.9523809523809523
109,DT,28,28,3,2,0,6,6,3,2,0,1.0,0.6,0.75,1.0
110,DT,29,29,2,2,2,3,3,2,2,2,0.6,0.5,0.6,0.5
111,DT,30,30,3,0,3,6,6,3,0,3,0.6666666666666666,1.0,1.0,0.5
112,DT,31,31,3,5,2,2,2,3,5,2,0.5,0.375,0.2857142857142857,0.6
113,DT,32,32,3,2,1,1,1,3,2,1,0.5,0.6,0.3333333333333333,0.75
114,DT,33,33,3,4,2,2,2,3,4,2,0.5,0.42857142857142855,0.3333333333333333,0.6
115,DT,34,34,5,2,1,1,1,5,2,1,0.5,0.7142857142857143,0.3333333333333333,0.8333333333333334
116,DT,35,35,2,0,12,1,1,2,0,12,0.07692307692307693,1.0,1.0,0.14285714285714285
117,DT,36,36,2,6,0,6,6,2,6,0,1.0,0.25,0.5,1.0
118,DT,37,37,3,5,0,8,8,3,5,0,1.0,0.375,0.6153846153846154,1.0
119,DT,38,38,3,1,1,5,5,3,1,1,0.8333333333333334,0.75,0.8333333333333334,0.75
120,DT,39,39,1,2,0,6,6,1,2,0,1.0,0.3333333333333333,0.75,1.0
121,DT,40,40,20,22,0,6,6,20,22,0,1.0,0.47619047619047616,0.21428571428571427,1.0
122,DT,41,41,0,4,0,6,6,0,4,0,1.0,0.0,0.6,0.0
